The underlying securities code,The underlying securities referred to,Today financing balance (yuan),Today financing the purchase amount (yuan),Today financing repayments (yuan),Today's trading margin,Today the amount of short selling,Today margin to repay the amount,date,name,Closing price,Highest Price,Lowest,Opening price,Before closing,Change Amount,Quote change,Turnover,Volume,Turnover,The total market capitalization,Market capitalization
600111,Northern Rare Earth,1894083464,132487024,140482339,624900,30000,24500,2016-05-12,Northern Rare Earth,12.6,12.65,11.84,12.11,12.13,0.47,3.8747,2.832,62847946,776282745,45776631600,27961980241
600111,Northern Rare Earth,1864288195,84831574,114626843,621100,70600,74400,2016-05-13,Northern Rare Earth,12.36,12.7,12.25,12.47,12.6,-0.24,-1.9048,2.1856,48503069,603535843,44904695760,27429371093
600111,Northern Rare Earth,1937304838,213349227,140332584,639000,54500,36600,2016-05-16,Northern Rare Earth,12.87,13.08,12.19,12.28,12.36,0.51,4.1262,3.4502,76566319,973449471,46757559420,28561165532
600111,Northern Rare Earth,1903987325,294609812,327927325,655600,71100,54500,2016-05-17,Northern Rare Earth,13.2,13.75,12.76,12.8,12.87,0.33,2.5641,6.4478,143090183,1912472612,47956471200,29293503109
600111,Northern Rare Earth,1904229866,168852352,168609811,624500,0,31100,2016-05-18,Northern Rare Earth,12.73,13.03,12.44,12.88,13.2,-0.47,-3.5606,3.2083,71199803,909127790,46248930180,28250476862
600111,Northern Rare Earth,2005112166,354031068,253148768,660100,75600,40000,2016-05-19,Northern Rare Earth,13.65,13.68,12.65,12.69,12.73,0.92,7.227,5.7357,127287708,1691428941,49591350900,30292145261
600111,Northern Rare Earth,1966937627,256488108,294662647,621500,35600,74200,2016-05-20,Northern Rare Earth,13.6,13.98,13.33,13.35,13.65,-0.05,-0.3663,5.2246,115943477,1581857400,49409697600,30181185022
600111,Northern Rare Earth,1990745220,196668169,172860576,627900,29400,23000,2016-05-23,Northern Rare Earth,13.62,13.73,13.27,13.45,13.6,0.02,0.1471,3.447,76496784,1030318788,49482358920,30225569117
600111,Northern Rare Earth,2038418403,201376271,153703088,618700,25000,34200,2016-05-24,Northern Rare Earth,13.25,13.63,13.03,13.47,13.62,-0.37,-2.7166,2.7655,61371203,818972794,48138124500,29404463348
600111,Northern Rare Earth,2024546586,152851944,166723761,685314,93414,26800,2016-05-25,Northern Rare Earth,12.84,13.55,12.67,13.4,13.25,-0.41,-3.0943,1.8721,68013632,891255887,46648567440,46648567440
600111,Northern Rare Earth,2050788032,239424165,213182719,636397,47497,96414,2016-05-26,Northern Rare Earth,13.56,13.62,12.45,12.7,12.84,0.72,5.6075,2.6242,95338846,1245560365,49264374960,49264374960
600111,Northern Rare Earth,2004328300,193700887,240160619,588800,12000,59597,2016-05-27,Northern Rare Earth,13.37,13.8,13.3,13.5,13.56,-0.19,-1.4012,2.2498,81735599,1104958188,48574092420,48574092420
600111,Northern Rare Earth,2106833096,336444813,232218453,682400,98700,5100,2016-05-30,Northern Rare Earth,13.67,14.05,12.95,13.2,13.37,0.3,2.2438,2.9435,106938273,1453968145,49664012220,49664012220
600111,Northern Rare Earth,2153298414,572374824,525909506,647750,26150,60800,2016-05-31,Northern Rare Earth,15.04,15.04,13.68,13.69,13.67,1.37,10.0219,6.2112,225658284,3253647137,54641312640,54641312640
600111,Northern Rare Earth,2422361679,801058958,531995693,645150,59100,61700,2016-06-01,Northern Rare Earth,14.92,15.49,14.86,15.13,15.04,-0.12,-0.7979,6.4723,235144260,3560057139,54205344720,54205344720
600111,Northern Rare Earth,2519284273,415079617,318157023,611600,3000,36550,2016-06-02,Northern Rare Earth,15.07,15.15,14.68,14.77,14.92,0.15,1.0054,3.3722,122515675,1829489703,54750304620,54750304620
600111,Northern Rare Earth,2551352652,366311679,334243300,582000,100,29700,2016-06-03,Northern Rare Earth,14.92,15.19,14.78,15.06,15.07,-0.15,-0.9954,2.9961,108849786,1628499998,54205344720,54205344720
600111,Northern Rare Earth,2591320254,292956593,252988991,629150,47350,200,2016-06-06,Northern Rare Earth,14.8,15.02,14.56,14.92,14.92,-0.12,-0.8043,2.0447,74285355,1099210714,53769376800,53769376800
600111,Northern Rare Earth,2547771514,285697161,329239811,631850,20000,17300,2016-06-07,Northern Rare Earth,14.7,15,14.59,14.8,14.8,-0.1,-0.6757,2.483,90210229,1332983251,53406070200,53406070200
600111,Northern Rare Earth,2352247444,297257023,492781093,579300,2300,54850,2016-06-08,Northern Rare Earth,14.06,14.55,13.94,14.5,14.7,-0.64,-4.3537,3.1378,114000112,1614391561,51080907960,51080907960
600111,Northern Rare Earth,2283351759,230605639,299501324,585500,15000,8800,2016-06-13,Northern Rare Earth,13.52,14.11,13.5,13.8,14.06,-0.54,-3.8407,2.2733,82589801,1143919509,49119052320,49119052320
600111,Northern Rare Earth,2261505727,154730226,176576258,567700,0,17800,2016-06-14,Northern Rare Earth,13.7,13.79,13.46,13.54,13.52,0.18,1.3314,1.5495,56295772,767934401,49773004200,49773004200
600111,Northern Rare Earth,2309259908,293441448,245687267,617600,49900,0,2016-06-15,Northern Rare Earth,14.12,14.3,13.45,13.5,13.7,0.42,3.0657,2.3924,86918757,1219734949,51298891920,51298891920
600111,Northern Rare Earth,2274889273,216599886,250970521,646600,29800,800,2016-06-16,Northern Rare Earth,13.91,14.36,13.8,14.05,14.12,-0.21,-1.4873,2.3013,83608450,1176722758,50535948060,50535948060
600111,Northern Rare Earth,2293582918,282357297,263663652,626200,600,21000,2016-06-17,Northern Rare Earth,14.01,14.37,13.85,13.89,13.91,0.1,0.7189,2.2964,83429778,1175019285,50899254660,50899254660
600111,Northern Rare Earth,2276177780,144932758,162337896,646200,20000,0,2016-06-20,Northern Rare Earth,13.79,14.03,13.6,13.98,14.01,-0.22,-1.5703,1.4001,50864755,699827206,50099980140,50099980140
600111,Northern Rare Earth,2273580108,180043426,182641098,635200,11000,22000,2016-06-21,Northern Rare Earth,13.74,14,13.44,13.86,13.79,-0.05,-0.3626,1.76,63940375,879041549,49918326840,49918326840
600111,Northern Rare Earth,2332118748,171397161,112858521,632100,30000,33100,2016-06-22,XD北方稀,13.9,13.96,13.53,13.6,13.71,0.19,1.3858,1.3441,48831951,673230310,50499617400,50499617400
600111,Northern Rare Earth,2247646900,136620183,221092031,784300,208100,55900,2016-06-23,Northern Rare Earth,13.43,13.87,13.33,13.8,13.9,-0.47,-3.3813,1.7723,64389938,870760185,48792076380,48792076380
600111,Northern Rare Earth,2211478006,115767820,151936714,611800,51700,224200,2016-06-24,Northern Rare Earth,13.1,13.53,12.73,13.4,13.43,-0.33,-2.4572,1.5624,56762073,747417838,47593164600,47593164600
600111,Northern Rare Earth,2208899891,91836003,94393742,621700,51500,41600,2016-06-27,Northern Rare Earth,13.33,13.35,13.03,13.1,13.1,0.23,1.7557,1.0756,39078362,517387039,48428769780,48428769780
600111,Northern Rare Earth,2190720482,130289207,148468616,607800,33900,47800,2016-06-28,Northern Rare Earth,13.39,13.4,13.15,13.25,13.33,0.06,0.4501,1.2676,46050961,610397914,48646753740,48646753740
600111,Northern Rare Earth,2206010578,239533145,224243050,748875,174275,33200,2016-06-29,Northern Rare Earth,13.57,13.75,13.26,13.3,13.39,0.18,1.3443,2.2045,80090649,1081873702,49300705620,49300705620
600111,Northern Rare Earth,2184674456,119117827,140453949,657975,28000,118900,2016-06-30,Northern Rare Earth,13.31,13.55,13.23,13.5,13.57,-0.26,-1.916,1.261,45812654,611606060,48356108460,48356108460
600111,Northern Rare Earth,2158329834,77544686,103889308,572675,15900,101200,2016-07-01,Northern Rare Earth,13.3,13.41,13.26,13.35,13.31,-0.01,-0.0751,0.911,33096617,441254989,48319777800,48319777800
600111,Northern Rare Earth,2166200411,217143878,209273301,575500,121300,118475,2016-07-04,Northern Rare Earth,13.72,13.9,13.22,13.25,13.3,0.42,3.1579,2.2642,82260669,1126787378,49845665520,49845665520
600111,Northern Rare Earth,2214480031,209781905,161502285,636200,70700,10000,2016-07-05,Northern Rare Earth,13.83,13.84,13.56,13.69,13.72,0.11,0.8017,1.8654,67772590,929863063,50245302780,50245302780
600111,Northern Rare Earth,2218401418,244232579,240311192,772600,192100,55700,2016-07-06,Northern Rare Earth,13.94,14.17,13.71,13.76,13.83,0.11,0.7954,2.2326,81110470,1130852842,50644940040,50644940040
600111,Northern Rare Earth,2241844693,352671505,329228230,757250,139750,155100,2016-07-07,Northern Rare Earth,14.25,14.8,13.86,13.9,13.94,0.31,2.2238,3.8058,138268386,1986943311,51771190500,51771190500
600111,Northern Rare Earth,2281836830,223725710,183733573,625050,30000,162200,2016-07-08,Northern Rare Earth,14.3,14.35,14.03,14.15,14.25,0.05,0.3509,2.0082,72957927,1036147513,51952843800,51952843800
600111,Northern Rare Earth,2585433855,963305092,687207806,903650,309800,31200,2016-07-11,Northern Rare Earth,15.13,15.73,14.38,14.65,14.3,0.83,5.8042,7.0915,257638588,3934852250,54968288580,54968288580
600111,Northern Rare Earth,2574230322,533928472,545132005,688450,91300,306500,2016-07-12,Northern Rare Earth,15.24,15.42,14.93,15,15.13,0.11,0.727,4.8683,176870186,2683104626,55367925840,55367925840
600111,Northern Rare Earth,2713681305,506988687,367537704,743350,130200,75300,2016-07-13,Northern Rare Earth,14.95,15.38,14.78,15.34,15.24,-0.29,-1.9029,3.6949,134236843,2006498612,54314336700,54314336700
600111,Northern Rare Earth,2669231491,314306744,358756558,733950,14000,23400,2016-07-14,Northern Rare Earth,14.68,14.87,14.47,14.8,14.95,-0.27,-1.806,2.2915,83253179,1217685570,53333408880,53333408880
600111,Northern Rare Earth,2663485834,231341520,237087177,729450,107900,112400,2016-07-15,Northern Rare Earth,14.73,14.87,14.53,14.68,14.68,0.05,0.3406,1.8125,65849704,968380846,53515062180,53515062180
600111,Northern Rare Earth,2637767442,225057722,250776114,745250,86200,70400,2016-07-18,Northern Rare Earth,14.73,14.97,14.63,14.83,14.73,0.0,0.0,2.2046,80093904,1186297444,53515062180,53515062180
600111,Northern Rare Earth,2648938573,187310460,176139329,668950,200,76500,2016-07-19,Northern Rare Earth,14.58,14.65,14.39,14.63,14.73,-0.15,-1.0183,1.607,58383544,847294209,52970102280,52970102280
600111,Northern Rare Earth,2692658674,194779117,151059016,688750,169000,149200,2016-07-20,Northern Rare Earth,14.62,14.85,14.45,14.57,14.58,0.04,0.2743,1.5248,55397788,813059408,53115424920,53115424920
600111,Northern Rare Earth,2686978083,140861399,146541990,549750,15000,154000,2016-07-21,Northern Rare Earth,14.55,14.68,14.41,14.6,14.62,-0.07,-0.4788,1.291,46901727,681691907,52861110300,52861110300
600111,Northern Rare Earth,2629019422,171488099,229446760,679050,265000,135700,2016-07-22,Northern Rare Earth,14.71,14.81,14.48,14.55,14.55,0.16,1.0997,1.8487,67162869,985074409,53442400860,53442400860
600111,Northern Rare Earth,2625711817,138829093,141588550,581850,0,97200,2016-07-25,Northern Rare Earth,14.49,14.72,14.42,14.61,14.71,-0.22,-1.4956,1.2864,46735409,679977577,52643126340,52643126340
600111,Northern Rare Earth,2550824222,119484085,194371680,563750,57500,75600,2016-07-26,Northern Rare Earth,14.62,14.65,14.46,14.5,14.49,0.13,0.8972,1.0153,36885666,536835663,53115424920,53115424920
600111,Northern Rare Earth,2479294113,275182754,345426836,570150,140700,134300,2016-07-27,Northern Rare Earth,13.62,14.65,13.5,14.65,14.62,-1.0,-6.8399,2.8514,103593027,1448278253,49482358920,49482358920
600111,Northern Rare Earth,2448758678,109645845,140181280,620950,178300,127500,2016-07-28,Northern Rare Earth,13.74,13.87,13.5,13.65,13.62,0.12,0.8811,1.2746,46305567,634433979,49918326840,49918326840
600111,Northern Rare Earth,2419864012,60926912,89821578,546650,57300,131600,2016-07-29,Northern Rare Earth,13.54,13.77,13.53,13.74,13.74,-0.2,-1.4556,0.7571,27505985,374073094,49191713640,49191713640
600111,Northern Rare Earth,2371327960,109510266,158046318,681950,175000,39700,2016-08-01,Northern Rare Earth,13.16,13.35,12.92,13.35,13.54,-0.38,-2.8065,1.3566,49287496,645660244,47811148560,47811148560
600111,Northern Rare Earth,2362869682,43366258,51824536,624450,14700,72200,2016-08-02,Northern Rare Earth,13.22,13.24,13.1,13.14,13.16,0.06,0.4559,0.5731,20820375,274392127,48029132520,48029132520
600111,Northern Rare Earth,2331644019,66644479,97870142,642850,100800,82400,2016-08-03,Northern Rare Earth,13.18,13.4,13.1,13.22,13.22,-0.04,-0.3026,0.9328,33890116,448429889,47883809880,47883809880
600111,Northern Rare Earth,2325867940,102284218,108060297,646650,121500,117700,2016-08-04,Northern Rare Earth,13.28,13.33,13.04,13.19,13.18,0.1,0.7587,0.9128,33162982,438106243,48247116480,48247116480
600111,Northern Rare Earth,2292534002,73589102,106923040,635450,150600,161800,2016-08-05,Northern Rare Earth,13.16,13.27,13.11,13.25,13.28,-0.12,-0.9036,0.7868,28583947,376890264,47811148560,47811148560
600111,Northern Rare Earth,2308783057,113153004,96903949,546250,43300,132500,2016-08-08,Northern Rare Earth,13.34,13.35,13,13.14,13.16,0.18,1.3678,1.0223,37141821,490925090,48465100440,48465100440
600111,Northern Rare Earth,2269906110,147347390,186224337,716850,221900,51300,2016-08-09,Northern Rare Earth,13.57,13.84,13.48,13.63,13.34,0.23,1.7241,1.9015,69084403,942794994,49300705620,49300705620
600111,Northern Rare Earth,2268740300,168121830,169287640,607250,89000,198600,2016-08-10,Northern Rare Earth,13.66,13.94,13.42,13.45,13.57,0.09,0.6632,1.7319,62920826,862364123,49627681560,49627681560
600111,Northern Rare Earth,2257611937,102687527,113815890,599350,84900,92800,2016-08-11,Northern Rare Earth,13.37,13.6,13.36,13.56,13.66,-0.29,-2.123,1.0763,39101730,526469001,48574092420,48574092420
600111,Northern Rare Earth,2248139552,72282358,81754743,437950,0,161400,2016-08-12,Northern Rare Earth,13.47,13.5,13.27,13.37,13.37,0.1,0.7479,0.8173,29691406,397646715,48937399020,48937399020
600111,Northern Rare Earth,2299322652,210184260,159001160,582450,191500,47000,2016-08-15,Northern Rare Earth,13.7,13.77,13.41,13.5,13.47,0.23,1.7075,1.5538,56450813,770157486,49773004200,49773004200
600111,Northern Rare Earth,2318309564,149381143,130394231,761650,218100,38900,2016-08-16,Northern Rare Earth,13.84,13.91,13.67,13.73,13.7,0.14,1.0219,1.2573,45678098,629447584,50281633440,50281633440
600111,Northern Rare Earth,2321641054,99271122,95939632,612850,8900,157700,2016-08-17,Northern Rare Earth,13.74,13.83,13.62,13.8,13.84,-0.1,-0.7225,0.8779,31893994,437260633,49918326840,49918326840
600111,Northern Rare Earth,2319425516,108593208,110808746,693750,89800,8900,2016-08-18,Northern Rare Earth,13.7,13.77,13.55,13.74,13.74,-0.04,-0.2911,1.0422,37864134,516770726,49773004200,49773004200
600111,Northern Rare Earth,2330974918,174521389,162971987,512350,123900,305300,2016-08-19,Northern Rare Earth,13.81,13.94,13.62,13.66,13.7,0.11,0.8029,1.5555,56510797,780245772,50172641460,50172641460
600111,Northern Rare Earth,2315927120,107899834,122947632,445450,6500,73400,2016-08-22,Northern Rare Earth,13.4,13.79,13.38,13.79,13.81,-0.41,-2.9689,1.146,41635257,563778280,48683084400,48683084400
600111,Northern Rare Earth,2288172499,44329083,72083704,543950,131500,33000,2016-08-23,Northern Rare Earth,13.4,13.48,13.32,13.37,13.4,0.0,0.0,0.5642,20497078,274771813,48683084400,48683084400
600111,Northern Rare Earth,2287485463,40692148,41379184,557850,23000,9100,2016-08-24,Northern Rare Earth,13.37,13.45,13.35,13.42,13.4,-0.03,-0.2239,0.4596,16697006,223547222,48574092420,48574092420
600111,Northern Rare Earth,2270016583,67068458,84537338,528550,25500,54800,2016-08-25,Northern Rare Earth,13.17,13.27,13.06,13.27,13.37,-0.2,-1.4959,0.8061,29286576,385119396,47847479220,47847479220
600111,Northern Rare Earth,2265339862,77691365,82368086,490950,133200,170800,2016-08-26,Northern Rare Earth,13.27,13.44,13.19,13.19,13.17,0.1,0.7593,0.7165,26029651,346517004,48210785820,48210785820
600111,Northern Rare Earth,2252839398,36339320,48839784,389250,2400,104100,2016-08-29,Northern Rare Earth,13.29,13.3,13.16,13.22,13.27,0.02,0.1507,0.4897,17792829,235594695,48283447140,48283447140
600111,Northern Rare Earth,2254494147,80669686,79014937,477300,171550,83500,2016-08-30,Northern Rare Earth,13.27,13.43,13.24,13.28,13.29,-0.02,-0.1505,0.5773,20971960,279438676,48210785820,48210785820
600111,Northern Rare Earth,2249118812,73621826,78997161,546400,230600,161500,2016-08-31,Northern Rare Earth,13.36,13.44,13.13,13.27,13.27,0.09,0.6782,0.6202,22533232,299675681,48537761760,48537761760
600111,Northern Rare Earth,2238038750,48059061,59139123,511400,22000,57000,2016-09-01,Northern Rare Earth,13.22,13.36,13.15,13.35,13.36,-0.14,-1.0479,0.5126,18623487,246968487,48029132520,48029132520
600111,Northern Rare Earth,2230294720,44098235,51842265,508300,18900,22000,2016-09-02,Northern Rare Earth,13.19,13.34,13.12,13.2,13.22,-0.03,-0.2269,0.5771,20966252,277188536,47920140540,47920140540
600111,Northern Rare Earth,2219514171,57454182,68234731,610400,197200,95100,2016-09-05,Northern Rare Earth,13.29,13.45,13.2,13.24,13.19,0.1,0.7582,0.7409,26916719,358892169,48283447140,48283447140
600111,Northern Rare Earth,2237845075,82350878,64019974,519500,105600,196500,2016-09-06,Northern Rare Earth,13.45,13.45,13.22,13.33,13.29,0.16,1.2039,0.8068,29309913,392147749,48864737700,48864737700
600111,Northern Rare Earth,2232102810,101637135,107379400,577800,97200,38900,2016-09-07,Northern Rare Earth,13.49,13.63,13.4,13.48,13.45,0.04,0.2974,1.0891,39568332,534455249,49010060340,49010060340
600111,Northern Rare Earth,2228341731,58484615,62245694,617200,59400,20000,2016-09-08,Northern Rare Earth,13.41,13.58,13.36,13.5,13.49,-0.08,-0.593,0.6878,24989211,336305474,48719415060,48719415060
600111,Northern Rare Earth,2217178217,59130587,70294101,557800,0,59400,2016-09-09,Northern Rare Earth,13.19,13.43,13.18,13.39,13.41,-0.22,-1.6406,0.7641,27758926,368744959,47920140540,47920140540
600111,Northern Rare Earth,2164083120,90426383,143521480,558000,105700,105500,2016-09-12,Northern Rare Earth,12.56,12.96,12.5,12.96,13.19,-0.63,-4.7763,1.3855,50334973,640393791,45631308960,45631308960
600111,Northern Rare Earth,2136222908,32315992,60176204,592400,51000,16600,2016-09-13,Northern Rare Earth,12.6,12.7,12.5,12.65,12.56,0.04,0.3185,0.5143,18685064,235263685,45776631600,45776631600
600111,Northern Rare Earth,2124138094,37638025,49722839,508500,5000,88900,2016-09-14,Northern Rare Earth,12.67,12.79,12.46,12.51,12.6,0.07,0.5556,0.5575,20253705,255919933,46030946220,46030946220
600111,Northern Rare Earth,2111854793,37103533,49386834,576900,74400,6000,2016-09-19,Northern Rare Earth,12.83,12.97,12.76,12.79,12.67,0.16,1.2628,0.6084,22104166,284398018,46612236780,46612236780
600111,Northern Rare Earth,2119627343,28347588,20575038,521400,10000,65500,2016-09-20,Northern Rare Earth,12.78,12.83,12.71,12.83,12.83,-0.05,-0.3897,0.2894,10513939,134115815,46430583480,46430583480
600111,Northern Rare Earth,2111618140,22415751,30424954,475100,20000,66300,2016-09-21,Northern Rare Earth,12.8,12.87,12.76,12.78,12.78,0.02,0.1565,0.3072,11159124,142787074,46503244800,46503244800
600111,Northern Rare Earth,2122592819,50197912,39223233,491600,26500,10000,2016-09-22,Northern Rare Earth,12.77,12.9,12.76,12.89,12.8,-0.03,-0.2344,0.4114,14946043,191581245,46394252820,46394252820
600111,Northern Rare Earth,2112687799,40366660,50271680,414200,16000,93400,2016-09-23,Northern Rare Earth,12.6,12.82,12.59,12.8,12.77,-0.17,-1.3312,0.4462,16211548,205514508,45776631600,45776631600
600111,Northern Rare Earth,2096399731,35312014,51600082,489300,91100,16000,2016-09-26,Northern Rare Earth,12.29,12.6,12.26,12.6,12.6,-0.31,-2.4603,0.531,19292315,239873458,44650381140,44650381140
600111,Northern Rare Earth,2104253871,35544062,27689922,376400,15400,128300,2016-09-27,Northern Rare Earth,12.31,12.36,12.16,12.22,12.29,0.02,0.1627,0.4682,17011063,208617642,44723042460,44723042460
600111,Northern Rare Earth,2100851904,25047237,28449203,409300,71000,38100,2016-09-28,Northern Rare Earth,12.22,12.34,12.21,12.34,12.31,-0.09,-0.7311,0.2809,10204631,124903207,44396066520,44396066520
600111,Northern Rare Earth,2083650480,30718965,47920390,277300,0,132000,2016-09-29,Northern Rare Earth,12.26,12.38,12.23,12.26,12.22,0.04,0.3273,0.3744,13601859,167210946,44541389160,44541389160
600111,Northern Rare Earth,2052110094,30816559,62356945,260000,114900,132200,2016-09-30,Northern Rare Earth,12.36,12.39,12.23,12.26,12.26,0.1,0.8157,0.3968,14417593,177700944,44904695760,44904695760
600111,Northern Rare Earth,2071550017,51383406,31644638,294100,34100,0,2016-10-10,Northern Rare Earth,12.53,12.54,12.37,12.38,12.36,0.17,1.3754,0.4289,15581644,194200898,45522316980,45522316980
600111,Northern Rare Earth,2052650553,35191336,54250063,323100,57000,35200,2016-10-11,Northern Rare Earth,12.53,12.58,12.46,12.58,12.53,0.0,0.0,0.4409,16017307,200402184,45522316980,45522316980
600111,Northern Rare Earth,2056367277,26891934,23175210,266900,1000,57200,2016-10-12,Northern Rare Earth,12.47,12.51,12.42,12.51,12.53,-0.06,-0.4789,0.3704,13455243,167562483,45304333020,45304333020
600111,Northern Rare Earth,2060501197,32580568,28343623,295300,35300,6900,2016-10-13,Northern Rare Earth,12.49,12.5,12.45,12.49,12.47,0.02,0.1604,0.3455,12551433,156563099,45376994340,45376994340
600111,Northern Rare Earth,2052664513,26663293,34499977,311300,55500,39500,2016-10-14,Northern Rare Earth,12.43,12.48,12.36,12.48,12.49,-0.06,-0.4804,0.3326,12083614,149965566,45159010380,45159010380
600111,Northern Rare Earth,2046034373,28525131,35155271,346500,77000,41800,2016-10-17,Northern Rare Earth,12.37,12.53,12.36,12.45,12.43,-0.06,-0.4827,0.4332,15739407,196095061,44941026420,44941026420
600111,Northern Rare Earth,2051363477,54025393,48696289,308800,108400,146100,2016-10-18,Northern Rare Earth,12.67,12.75,12.32,12.35,12.37,0.3,2.4252,0.698,25359223,317544749,46030946220,46030946220
600111,Northern Rare Earth,2071895516,113872213,93340174,341300,121900,89400,2016-10-19,Northern Rare Earth,12.68,12.87,12.63,12.75,12.67,0.01,0.0789,1.1843,43026190,550191116,46067276880,46067276880
600111,Northern Rare Earth,2062929801,41590845,50556560,245400,0,95900,2016-10-20,Northern Rare Earth,12.64,12.74,12.61,12.72,12.68,-0.04,-0.3155,0.4337,15757377,199544767,45921954240,45921954240
600111,Northern Rare Earth,2063959120,52937770,51908451,370000,143200,18600,2016-10-21,Northern Rare Earth,12.6,12.72,12.48,12.67,12.64,-0.04,-0.3165,0.5443,19776309,249127147,45776631600,45776631600
600111,Northern Rare Earth,2059488165,67294773,71765728,354693,132993,148300,2016-10-24,Northern Rare Earth,12.77,12.85,12.55,12.58,12.6,0.17,1.3492,0.8527,30978713,394761451,46394252820,46394252820
600111,Northern Rare Earth,2068133185,81697670,73052650,378700,116500,92493,2016-10-25,Northern Rare Earth,12.91,12.93,12.7,12.77,12.77,0.14,1.0963,0.7611,27650555,354330814,46902882060,46902882060
600111,Northern Rare Earth,2087977684,69340090,49495591,337100,10200,51800,2016-10-26,Northern Rare Earth,12.72,12.88,12.68,12.88,12.91,-0.19,-1.4717,0.5883,21371921,272741204,46212599520,46212599520
600111,Northern Rare Earth,2074455591,30215445,43737538,360600,42500,19000,2016-10-27,Northern Rare Earth,12.7,12.77,12.67,12.68,12.72,-0.02,-0.1572,0.368,13369926,170039921,46139938200,46139938200
600111,Northern Rare Earth,2060079331,48065402,62441662,241400,2200,121400,2016-10-28,Northern Rare Earth,12.52,12.75,12.5,12.72,12.7,-0.18,-1.4173,0.5294,19234625,242418790,45485986320,45485986320
600111,Northern Rare Earth,2063099932,37231985,34211384,231600,2800,12600,2016-10-31,Northern Rare Earth,12.56,12.6,12.45,12.51,12.52,0.04,0.3195,0.3083,11201467,140435689,45631308960,45631308960
600111,Northern Rare Earth,2051310601,33319843,45109174,287300,55700,0,2016-11-01,Northern Rare Earth,12.67,12.72,12.5,12.5,12.56,0.11,0.8758,0.4437,16119114,204027345,46030946220,46030946220
600111,Northern Rare Earth,2036681962,41928866,56557505,298600,29600,18300,2016-11-02,Northern Rare Earth,12.67,12.75,12.6,12.62,12.67,0.0,0.0,0.5765,20943474,265613225,46030946220,46030946220
600111,Northern Rare Earth,2029086326,75940575,83536211,279900,11400,30100,2016-11-03,Northern Rare Earth,12.66,12.75,12.5,12.61,12.67,-0.01,-0.0789,0.6593,23953575,303419514,45994615560,45994615560
600111,Northern Rare Earth,2070440141,175760114,134406299,787700,514000,6200,2016-11-04,Northern Rare Earth,12.89,13.14,12.65,12.68,12.66,0.23,1.8167,1.8514,67264055,868604275,46830220740,46830220740
600111,Northern Rare Earth,2091499769,122037850,100978222,355700,12800,444800,2016-11-07,Northern Rare Earth,13,13.11,12.72,12.8,12.89,0.11,0.8534,1.1796,42854913,554173245,47229858000,47229858000
600111,Northern Rare Earth,2101947336,122133199,111685632,451000,227100,131800,2016-11-08,Northern Rare Earth,13.1,13.26,12.87,13,13,0.1,0.7692,1.307,47483570,620065340,47593164600,47593164600
600111,Northern Rare Earth,2128167920,147099916,120879332,443550,209150,216600,2016-11-09,Northern Rare Earth,13.09,13.23,12.81,13.17,13.1,-0.01,-0.0763,1.6139,58632418,765806306,47556833940,47556833940
600111,Northern Rare Earth,2165157453,190220956,153231423,377900,99400,165050,2016-11-10,Northern Rare Earth,13.19,13.47,13.18,13.24,13.09,0.1,0.7639,1.7751,64491818,858107111,47920140540,47920140540
600111,Northern Rare Earth,2289457609,367433593,243133437,677400,460200,160700,2016-11-11,Northern Rare Earth,13.7,13.85,13.14,13.21,13.19,0.51,3.8666,3.3362,121207400,1644489686,49773004200,49773004200
600111,Northern Rare Earth,2397790868,324122469,215789210,438200,108700,347900,2016-11-14,Northern Rare Earth,13.62,13.67,13.35,13.48,13.7,-0.08,-0.5839,2.174,78983893,1067243552,49482358920,49482358920
600111,Northern Rare Earth,2422016186,172551006,146984132,475300,139800,102700,2016-11-15,Northern Rare Earth,13.51,13.92,13.43,13.65,13.62,-0.11,-0.8076,1.3885,50443956,687576744,49082721660,49082721660
600111,Northern Rare Earth,2446864439,160864075,136015822,415100,66400,126600,2016-11-16,Northern Rare Earth,13.5,13.58,13.3,13.46,13.51,-0.01,-0.074,1.2612,45819168,614572966,49046391000,49046391000
600111,Northern Rare Earth,2436270747,127934269,138527961,540200,202200,77100,2016-11-17,Northern Rare Earth,13.54,13.68,13.3,13.4,13.5,0.04,0.2963,1.1137,40462409,546263673,49191713640,49191713640
600111,Northern Rare Earth,2405785208,124273820,154759359,303200,47400,284400,2016-11-18,Northern Rare Earth,13.24,13.5,13.19,13.48,13.54,-0.3,-2.2157,0.9522,34593210,461318280,48101793840,48101793840
600111,Northern Rare Earth,2446099973,111367634,71052869,338400,69900,34700,2016-11-21,Northern Rare Earth,13.2,13.36,13.12,13.18,13.24,-0.04,-0.3021,0.7722,28055808,371345501,47956471200,47956471200
600111,Northern Rare Earth,2411941115,82478342,116637200,541800,252200,48800,2016-11-22,Northern Rare Earth,13.36,13.43,13.21,13.23,13.2,0.16,1.2121,0.8337,30290471,403846696,48537761760,48537761760
600111,Northern Rare Earth,2376239075,83137918,118839958,371200,36600,207200,2016-11-23,Northern Rare Earth,13.2,13.44,13.16,13.38,13.36,-0.16,-1.1976,0.7506,27271323,362203787,47956471200,47956471200
600111,Northern Rare Earth,2394061092,139949070,122127053,657750,364750,78200,2016-11-24,Northern Rare Earth,13.32,13.53,13.25,13.28,13.2,0.12,0.9091,1.1637,42278885,566559677,48392439120,48392439120
